	_id	measurementTechniqueIRIs
4727	vivli_bf577c34-c82f-496f-a650-5166d9045bc0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4728	vivli_bf6c8b49-1c69-4577-b4e6-27759a461d8e	['http://purl.obolibrary.org/obo/NCIT_C82640']
4729	vivli_bf9ad4a8-0b7e-4948-8a06-ec0fdbc873cd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4730	vivli_bfb00b58-8433-407e-9660-abe9b19ba612	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4731	vivli_bfe95233-0f6e-43d1-a980-283ff8e63cf3	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
4732	vivli_bff37619-5145-4209-a2e5-81ced967bb8e	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4733	vivli_bffc7902-6f71-48e4-a833-ee432cb7092b	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4734	vivli_c00de732-33d5-4be8-8311-929a4923ce51	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4735	vivli_c0310c86-7bb7-46b3-a810-de4cf74b2c43	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4736	vivli_c03cd688-9dab-4ae4-87a8-fecbd7a89000	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4737	vivli_c062287c-93a5-4216-a45f-5a5e70779752	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4738	vivli_c0672332-f60d-47a3-ab4e-115827171441	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4739	vivli_c0f36344-b384-4684-822f-582a056ab199	['http://purl.obolibrary.org/obo/NCIT_C82640']
4740	vivli_c103359a-6dc5-4687-8b4d-d1ca0562d33d	['http://purl.obolibrary.org/obo/NCIT_C82640']
4741	vivli_c10cd58a-81f2-456b-9638-32ef89ad85af	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4742	vivli_c1259a24-4693-4e02-a97b-fe81c4fca533	['http://purl.obolibrary.org/obo/NCIT_C82640']
4743	vivli_c139ae0c-8557-4ce3-a198-6e8c07232d5b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4744	vivli_c1ac6462-666e-426e-ad32-b45675244812	['http://purl.obolibrary.org/obo/NCIT_C82640']
4745	vivli_c20955a0-177d-467e-891b-e1809373c329	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4746	vivli_c21dbee5-a7e8-484c-b6b7-587f70b26dcf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4747	vivli_c22e1af9-070a-4dd9-92cb-893f2fb2d876	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4748	vivli_c25e6576-e9f2-4164-9a85-f75f37ce3bcd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4749	vivli_c2729567-201c-42b6-80e7-efc7c0d7bf21	
4750	vivli_c2a71fae-d94d-4432-aae7-aec073db1964	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4751	vivli_c2bada24-a902-4c6b-a819-8f93c6821bdd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4752	vivli_c30e5345-4688-4b50-b3d6-8ae7cb1efd12	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4753	vivli_c3281b48-7190-4031-b21b-52d3b40b5d7c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4754	vivli_c34de3ca-802b-4797-9a9d-9fcb4ceda39c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4755	vivli_c3562110-369b-4b35-aa68-51a17c6133f3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4756	vivli_c3dab792-9666-413c-bda6-c88425638828	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4757	vivli_c3dc0dbd-d500-495d-8345-ee95b406eca2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4758	vivli_c3f67854-c752-4688-a959-6547e10e7fb1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4759	vivli_c48deacc-c2d1-4f8f-9e1e-7f6a566e7bd0	
4760	vivli_c4b28332-555b-42cb-99bf-5d85096f0514	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4761	vivli_c4bb9ed9-e747-4363-b6f2-9b3d6aeeba81	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4762	vivli_c563220b-515e-4111-8e69-92245a0755e0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4763	vivli_c56b3a47-5877-4750-8f67-e956ef56ec47	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4764	vivli_c5817356-75c2-4d24-b121-05546951a098	['http://purl.obolibrary.org/obo/NCIT_C82640']
4765	vivli_c58d6b69-8940-4232-b1bf-d69651edef7a	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4766	vivli_c60649af-5533-40ec-afed-61f04b6430e3	['http://purl.obolibrary.org/obo/NCIT_C82640']
4767	vivli_c656c1af-f1df-4f86-a944-472e95a47b25	['http://purl.obolibrary.org/obo/NCIT_C82640']
4768	vivli_c67eb8c4-0fdc-42ed-92a4-c0c121534947	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4769	vivli_c6e044d1-3187-4adb-a456-12eae63b1d9c	['http://purl.obolibrary.org/obo/NCIT_C82640']
4770	vivli_c7047e1f-8d3b-4c43-93fb-c28d173ec006	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4771	vivli_c71a6f36-9793-4a68-880a-ce3a5f66290f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4772	vivli_c71bb279-eccf-4c73-99a4-7fad72783be2	['http://purl.obolibrary.org/obo/NCIT_C82640']
4773	vivli_c7818b31-8b50-4c72-bb75-a60ec7b951b0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4774	vivli_c792b8fa-8540-43e5-a771-0503c6841126	['http://purl.obolibrary.org/obo/NCIT_C82640']
4775	vivli_c793cdf0-93aa-4821-ba70-ee9a2629dc9c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4776	vivli_c7b8a58e-7eb1-4083-82ea-6d0acfa2b282	['http://purl.obolibrary.org/obo/NCIT_C82640']
4777	vivli_c7bc8060-015b-4be3-91d0-97b044824508	['http://purl.obolibrary.org/obo/NCIT_C82640']
4778	vivli_c7cca8bb-bcef-422d-8409-ae1f8d6c844f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4779	vivli_c81206dd-b7c0-4827-a0e7-d8f94d7b17f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4780	vivli_c81e6422-023b-4bea-b077-17bbff0f8e20	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4781	vivli_c836d906-b9b7-4026-a5e3-62d8a59e2334	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4782	vivli_c86ea90f-2197-4117-94e9-218e0c3f954c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4783	vivli_c88c4045-0e98-4565-a876-dce7956a5021	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4784	vivli_c88f6acb-37e1-4a8c-ad24-2ed0d07af43f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4785	vivli_c89b1f8a-ba45-453a-a3e8-8902205c9bdd	['http://purl.obolibrary.org/obo/NCIT_C82640']
4786	vivli_c8df8238-8370-4a16-af9a-cff755617b96	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4787	vivli_c90215c6-77b1-4774-afbf-33356e31150c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4788	vivli_c9234dd3-eb5a-4c6e-b9f4-ca67c45abf68	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4789	vivli_c9684ab6-e14a-49fa-b565-2164008f8229	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4790	vivli_c9c0ceae-a4b7-4f7f-af04-80bffe832169	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4791	vivli_c9fea4af-f15a-4dd7-b769-c9708c6a637f	['http://purl.obolibrary.org/obo/NCIT_C82640']
4792	vivli_ca0292aa-9e9d-44be-8263-2ec29e9d634a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4793	vivli_ca0b5f13-ad42-496b-a5e3-7f33b3644c84	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4794	vivli_ca26f1fb-b0ec-4320-990b-e54234f6b53d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4795	vivli_ca4d1549-93b5-4809-81ef-a0c74ab5bee9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4796	vivli_ca5667fc-9d3c-48d2-8c07-54232a0693ae	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4797	vivli_ca6d1e42-3e3c-4db3-b832-0bb01ba5a18a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4798	vivli_ca74fe7c-435f-41e0-927f-19cd5036eff0	['http://purl.obolibrary.org/obo/NCIT_C16084']
4799	vivli_caa54d50-3b55-4a90-89c8-33980da0e2d8	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4800	vivli_cab69dbc-decf-4ffe-b602-a7a41a11895b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4801	vivli_cae4e456-ab53-4b49-b5cd-87fb1ac227ad	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4802	vivli_caed3f71-ee2c-4ce7-b459-9c7e8636a001	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4803	vivli_caf762cf-e765-43f1-93e6-6d7497316400	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4804	vivli_cb0d4a0c-78b4-4687-919c-9c21d5f92644	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4805	vivli_cb429790-80a7-43c4-88f4-991bd004e2ba	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4806	vivli_cb44a268-99cf-4b04-9339-dcfe9a8bbcf9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4807	vivli_cb4892ce-e0cb-4a3b-967e-fa8e5f4252e7	['http://purl.obolibrary.org/obo/NCIT_C82640']
4808	vivli_cb6a63d0-18ed-45b1-a068-32b6162e56b2	['http://purl.obolibrary.org/obo/NCIT_C82640']
4809	vivli_cbe573a7-db1f-4531-bdc1-d4b459f1098a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4810	vivli_cc27ce2a-aa82-46e5-8509-7736ec6d9939	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4811	vivli_cc3a8b79-d102-41a4-aa0a-8e9ac2c16268	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4812	vivli_cc468c70-7ffa-488d-9d6e-9fb98c2a9caa	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4813	vivli_cc4ea3ce-d570-4c64-b0f9-3ab79ec51c94	['http://purl.obolibrary.org/obo/NCIT_C82640']
4814	vivli_cc577552-53f7-4d9e-8714-cc61dfa478dc	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4815	vivli_cc58038c-0742-4ada-a345-d3d0367ba4a1	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4816	vivli_cc632876-4516-491b-aa68-39c9ac2fe8e6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4817	vivli_cc98e42b-bf30-42e1-a0a2-ebce5158d62a	['http://purl.obolibrary.org/obo/NCIT_C82640']
4818	vivli_ccc47d95-4576-459a-88cd-777c8c11a0c6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4819	vivli_cd240ca3-c618-4590-809a-e294888e4e75	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4820	vivli_cd3c4987-4920-4268-95df-23f4193d2657	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4821	vivli_cd64c549-7078-4335-a365-9c34d8f30c32	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4822	vivli_cd66415b-ce54-44db-8c3e-f5d7fc8080e6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4823	vivli_cd873853-cf71-4d96-8d23-bf2be281f3a8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4824	vivli_ce09fccf-8b69-4850-bd0a-7be6d98fd636	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4825	vivli_ce16f246-ae2e-47ae-91b0-6ed5130a0b85	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4826	vivli_ce1ae0dc-a438-4db9-838f-c5f506a16679	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4827	vivli_ce3cb814-0401-43ae-aba7-c863cf25b9db	['http://purl.obolibrary.org/obo/NCIT_C82640']
4828	vivli_ce40a3d2-372f-4152-afe7-887a685a73a3	
4829	vivli_ce5b9f66-22d0-4fe2-9f91-1c0ea6bd14a8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4830	vivli_ce6675ff-b0ab-4173-823d-a4ac351e6beb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4831	vivli_ce6d0a82-d09d-48a9-8931-0d2fdab220ab	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4832	vivli_ce6e14c2-1a77-436d-9554-72cbe5f8e1be	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
4833	vivli_cecc6373-6fcc-4d2c-9c91-01188bef7858	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4834	vivli_cef52502-6a91-420d-b50c-764282472492	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4835	vivli_cefd412a-fdec-4d28-9565-3719e866f8fc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4836	vivli_cf43f88a-9f55-4319-811a-70b0f9664089	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4837	vivli_cf5e81e3-a753-4bad-abf2-c740c3e5745c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4838	vivli_cfbb1d1f-03a9-4d5b-98fe-cadc18b7e304	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4839	vivli_cff8471a-5a40-4f2f-94ae-fe1a00bcfa1a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4840	vivli_d02fba52-bd7b-4507-b87c-fa6f868be4bf	['http://purl.obolibrary.org/obo/NCIT_C82640']
4841	vivli_d04b9a97-3f9c-4517-8f69-f51331e4520f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4842	vivli_d04bf0be-c86a-4f38-b2f7-563ea9081f73	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4843	vivli_d06327fc-717b-4cd4-bc08-d328fa1840ae	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4844	vivli_d09ec674-d934-4651-9ccd-80641e83adf5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4845	vivli_d0e06fed-8570-4c1f-adb9-061b5dd915df	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4846	vivli_d0ee6933-75b9-4a1e-95d2-8ef4a2e0aa0a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4847	vivli_d0f0604f-1327-4498-a35f-62d82775c9d6	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
4848	vivli_d10137ef-1295-418b-85d3-8550a884b771	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4849	vivli_d1111197-cdc3-4ae3-a643-6a7bfe431ea9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4850	vivli_d1258858-94b5-4833-ab53-4fbd9db02041	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4851	vivli_d127f670-956e-48f7-b62d-cce591ed4989	['http://purl.obolibrary.org/obo/NCIT_C82640']
4852	vivli_d13a036a-6282-420a-9793-50a0e7ce8be9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4853	vivli_d18d726f-6ddc-4f84-b638-1ca101085ffe	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4854	vivli_d1d9e77d-4d03-4849-8f3e-983ce4c99f99	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4855	vivli_d1e85dc2-d8f8-4ceb-8a0c-ed5593e3407b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4856	vivli_d1e9fa82-7adb-4194-a1c4-291a7c0eff44	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4857	vivli_d2283d5a-45e6-4bd5-bc0c-6e785d4d01e7	['http://purl.obolibrary.org/obo/NCIT_C82640']
4858	vivli_d23fbe2e-fae8-496e-aef2-7bca49b44623	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4859	vivli_d284a075-bee2-4613-bf03-7c7c8145c199	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
4860	vivli_d2abc4e0-78ac-4bb7-989e-baf55999b64a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4861	vivli_d32c1517-a114-47ea-a847-d66bd52eb9d6	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4862	vivli_d3680c48-f157-4702-a69f-4d3a82614258	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
