	_id	measurementTechniqueIRIs
4863	vivli_d36d9e1b-2a6b-48bb-8d5b-2f2236eb4249	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4864	vivli_d3a30c10-9282-4e91-bb27-317b1dd9b579	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4865	vivli_d3b653f1-4abd-4929-b554-37fe81f253f9	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4866	vivli_d40f4de3-bcf5-45f1-9906-fd2a8ec84618	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310']
4867	vivli_d4194c9a-4ecc-44ea-94f2-af536cbcf894	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4868	vivli_d46d1d55-ad1d-45df-bd2e-69cd3dda8eed	['http://purl.obolibrary.org/obo/NCIT_C82640']
4869	vivli_d48cbace-9e1a-44a7-aa46-37950663d429	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4870	vivli_d4c106d1-cc64-48be-969b-03e73f35128a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4871	vivli_d4f32ea3-cc59-4229-891e-dbb6fd8fdaf5	['http://purl.obolibrary.org/obo/NCIT_C82640']
4872	vivli_d510cabf-43a5-4827-8441-97036c06cc7b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4873	vivli_d540d707-cca1-4747-81a2-3dc7ebb6f160	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4874	vivli_d5ac0dfa-9003-4fe0-a0ef-c3b63ced9d3b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4875	vivli_d5adef3a-36ed-4833-a78f-e103e6dabc9e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4876	vivli_d5b21a58-d3db-4c3c-9383-d8481f2b4e31	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4877	vivli_d5cca326-c4cc-4ac3-85b9-53fb3ec388a0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4878	vivli_d5d23a03-a395-4602-9236-1f72cd071ffa	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4879	vivli_d5df1832-7bb6-43de-b9db-3f6c8e1bcd7c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4880	vivli_d5e7d97b-3e53-4023-8514-4994e6977324	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4881	vivli_d63101cd-886c-44ad-9f66-cbe599a9ab57	['http://purl.obolibrary.org/obo/NCIT_C82640']
4882	vivli_d64710ec-9ea1-4c24-8bd5-9796c4268697	['http://purl.obolibrary.org/obo/NCIT_C16084']
4883	vivli_d65fd7e9-dbc3-47fe-8ae1-2b7a6647773f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4884	vivli_d673c6a7-e86e-4047-b04a-0eb5d9f69c62	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4885	vivli_d6b93d6b-7939-42da-9429-2742a66ee239	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4886	vivli_d707ba65-cdcb-47a6-8039-759cbed47691	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4887	vivli_d7094543-be30-4f8f-ba5d-9b4d06da246c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4888	vivli_d71277c4-d34f-4f3e-97c0-e987898099a3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4889	vivli_d71bf0ce-bef3-4133-9532-add6df1828ae	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4890	vivli_d722f8ba-1ae8-4a30-952e-afffb8ee2971	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4891	vivli_d72b7052-bca4-42fe-b3f8-12b1c355be0b	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4892	vivli_d779ff69-6359-4304-85e7-d4a865dcca58	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4893	vivli_d7857139-9693-4ec8-9d94-cf5fb2d9e070	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4894	vivli_d7acf88d-1dbf-4e70-bf51-0e138302fec4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4895	vivli_d7b37aec-1c9a-437c-828b-b45be0db10f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4896	vivli_d7d8096c-cb79-4122-9654-6698520810a9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4897	vivli_d8096717-d0a6-4f5b-be49-205a19155b0e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4898	vivli_d84695d6-b537-45ed-944c-3ff3883586c2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4899	vivli_d8588c11-da70-4cc3-9dab-477c561e5e4e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4900	vivli_d8a7bfc6-5f4e-41e3-baf2-8b3d9aef9f2f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4901	vivli_d8e8f301-b329-4792-ace6-e3e994ebdbda	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4902	vivli_d8eb0818-2790-4a55-93ab-01ff64441d8e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4903	vivli_d90ca5a8-60bb-49e4-bd2f-4ddfb95da007	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4904	vivli_d92377b9-874f-4a14-aee1-9f4f5348c19c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4905	vivli_d992e6b1-a76d-4578-84fd-630038a8c19e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4906	vivli_d9a3fafd-4822-4e85-8381-46f9d349a823	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4907	vivli_d9d80fae-32d0-4f5e-9a3f-5ac39d6990aa	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4908	vivli_d9e56e0b-2e57-47b7-b198-7f280ee08933	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4909	vivli_d9f70b69-3b09-4fc1-99a1-7397aca15acb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4910	vivli_da307c3f-5e8d-4298-b4c6-8a4ed1627b65	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4911	vivli_da3933ad-e1d5-49b9-a9b2-0a18b5a52cf0	['http://purl.obolibrary.org/obo/NCIT_C82638', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4912	vivli_da4bfa07-9c20-48df-9129-2ce4f3464697	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4913	vivli_da5449f7-aa84-4a95-a475-ce12c86b8238	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4914	vivli_da55d465-1932-4f81-853a-3fdafd660925	['http://purl.obolibrary.org/obo/NCIT_C82640']
4915	vivli_da594636-8fa8-421a-8bb1-07474e162d0c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4916	vivli_da8239ae-ecd5-4524-9090-74714d0ed6c3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4917	vivli_da9c53e8-6fa2-49ea-b250-9fabf8eeeb19	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4918	vivli_daee8761-a6d0-4831-af54-5bd63fd571c9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4919	vivli_db16d0e0-16ed-471e-ad64-74ebf876451b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4920	vivli_db3fc3f9-f1a3-41c2-bb96-deb497dd7d64	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4921	vivli_db565b52-b8a3-48e3-b790-1ee5bd00e6c9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4922	vivli_db581e7a-3448-40a1-b722-d6044e2b4381	['http://purl.obolibrary.org/obo/NCIT_C82640']
4923	vivli_dbbaed34-9f7a-478b-83b7-a52b7e47c930	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4924	vivli_dbcc70cd-0ce2-40b4-aedd-a5821b74a80f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4925	vivli_dbfcd9ce-17e7-4c90-a977-5632c702dd6f	['http://purl.obolibrary.org/obo/NCIT_C82640']
4926	vivli_dc08f83e-4501-4633-b678-8235182b9929	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4927	vivli_dc272b01-7e67-4952-822c-2f6ee1cef5c7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4928	vivli_dc3293b4-7d9c-411e-ada2-c9391ec02f04	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4929	vivli_dc5de8f1-ef6b-46fa-940e-5de4c617a495	['http://purl.obolibrary.org/obo/NCIT_C82640']
4930	vivli_dcd414bc-769b-480a-b6b9-f3b29a5a6222	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4931	vivli_dd2199eb-46a7-4050-bc8a-4a35fe195259	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4932	vivli_dd6124c4-b4fd-4171-9e66-a65d25a9eb30	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4933	vivli_dd72bc6b-26f2-410d-9aa8-389037f4b03f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4934	vivli_dda848e6-472e-4fe2-b1a9-8b872c4430ce	['http://purl.obolibrary.org/obo/NCIT_C82640']
4935	vivli_ddb2eef9-a745-4d90-8bb6-4e0b93707664	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4936	vivli_de1d7687-22ae-4b8b-b658-b3e965d5d595	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4937	vivli_de22e1f1-c68b-4ed1-9363-5e332a21536f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4938	vivli_de231778-547d-401a-b9a6-a62af5915791	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4939	vivli_de46876b-b726-4f0a-ba77-419c4114e6ad	['http://purl.obolibrary.org/obo/NCIT_C82640']
4940	vivli_debfd60d-bd0e-4d34-ae2e-32fcf786b944	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4941	vivli_ded811c4-01dd-4b32-a753-e213672712cd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4942	vivli_dee41c0f-a06d-42cc-b4d3-240fa448d01c	['http://purl.obolibrary.org/obo/NCIT_C82640']
4943	vivli_df08682d-a11e-4a7c-803c-956ee6809377	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4944	vivli_df31f2b2-42ff-41b2-8c59-6cd785156214	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4945	vivli_6a77f769-e90b-4342-a977-b50f63960a42	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4946	vivli_6a7e1b23-cfd6-493c-a457-41d0840e823d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4947	vivli_6a9044cb-9374-4b38-9cba-40062105e691	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4948	vivli_6ad3ba92-f829-430e-a3aa-c1a807a0bb50	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4949	vivli_6b47d8da-a248-41ce-90e6-ca0cf30bb3b5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4950	vivli_6c576f12-30af-432f-8301-13bdc823df69	['http://purl.obolibrary.org/obo/NCIT_C82640']
4951	vivli_6c5d3e33-e9ae-482d-b139-d198e760ac2b	['http://purl.obolibrary.org/obo/NCIT_C82640']
4952	vivli_6c6637e5-2908-4616-ab06-411050c6f46d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4953	vivli_6c79d583-e8a5-44bb-bdc9-7ac7fd847db0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4954	vivli_6c991d2f-ecf2-407e-bdee-357f516df988	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4955	vivli_6d0b0907-ae8a-4c9e-83bd-7a79ff442f59	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4956	vivli_6d957022-1412-419a-b674-2299a6fed153	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4957	vivli_6db26474-d1bc-425e-b5c1-341a3560ef43	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4958	vivli_6dbffc20-acd0-4a0d-a4b9-a437ec5cc54a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4959	vivli_6dd8f2f9-8736-4072-abee-51bdd75c532a	['http://purl.obolibrary.org/obo/NCIT_C82640']
4960	vivli_6de08452-69b3-46e8-9cd9-877829428b56	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4961	vivli_6e3c0ace-24dc-4bf3-a931-5a82284f6047	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4962	vivli_6e436f2e-a4ab-4862-9b10-075c971ec9cf	['http://purl.obolibrary.org/obo/NCIT_C82640']
4963	vivli_6e6dd770-451a-47a3-bd6c-53c0b06a182a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4964	vivli_6e7c8826-a4e3-42e4-b2c1-37eaecc94122	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4965	vivli_6e8df33a-1c8b-4f48-b675-c8d9c518571e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4966	vivli_6e9ba7b2-458d-416b-a113-24a285adc104	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4967	vivli_6eabf384-33e2-453f-90a5-6278f13ccc3a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4968	vivli_6ed4ac2a-0772-4a6c-949a-7795ce28b718	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4969	vivli_6ee58a5e-d503-4fb6-a88a-1aa8fe6fc7c0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4970	vivli_71a7cd64-a6ff-45cb-8cd6-cd8a6005d923	['http://purl.obolibrary.org/obo/NCIT_C82640']
4971	vivli_71bd3407-220d-47a7-9215-e28b249dcd1a	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4972	vivli_71db3d27-6194-4366-8aa8-e46ba2cc4157	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4973	vivli_71e131bb-8c8a-4a71-95da-42e4bdfa498b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4974	vivli_71e15ec4-955f-4d36-8f5e-c85dd1fa7862	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4975	vivli_71f86d3c-83b3-4994-8686-3bdc84bd011d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4976	vivli_72e4f365-a6de-4381-91fd-17e66558f8fb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4977	vivli_72f11b11-6064-4df8-b138-d060343d2924	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4978	vivli_730046ac-db84-41e8-b6ea-06d5af3686f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4979	vivli_735ac2d8-57e6-4882-beaa-de50201115c9	['http://purl.obolibrary.org/obo/NCIT_C82640']
4980	vivli_7866b902-4fae-43db-a1ab-4a5a933fceef	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4981	vivli_787d3446-9a58-4873-90e7-2e6f00871a71	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4982	vivli_78825c86-c92f-406b-b768-3f3d644c376b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4983	vivli_788b6f74-5eb4-4eb0-b57b-e834c9f95baf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4984	vivli_78a6a9f7-0bee-4acb-b2e9-8376d890426d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4985	vivli_78a87eea-3487-4944-ba1e-5fec7098b123	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4986	vivli_78cdc019-c635-4431-9f45-3fa8b6701184	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4987	vivli_7913d5d6-a2b0-42b5-8c3d-8f944131fe2b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4988	vivli_793fc413-53d3-434f-95be-a2d25dbe19f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4989	vivli_79460ac5-f6f3-4e24-b0fb-f8e7e2b5a5b1	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
4990	vivli_795780f9-6bf0-4781-bab7-9e73bc6aede6	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
4991	vivli_795d94ae-e6a0-48e8-8e05-5ff2d637de57	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53312', 'NA']
4992	vivli_8b16aeda-b949-463f-bf08-a69183bbe4be	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
